Name,Winrate,KDA,Rank,Image,RImg
Talon,45.88,1.94,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Talon.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Kindred,45.78,1.86,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Kindred.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Aphelios,45.77,1.87,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Aphelios.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Gangplank,45.73,1.85,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Gangplank.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Ivern,45.67,2.47,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Ivern.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Riven,45.63,1.78,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Riven.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Rengar,45.58,1.86,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Rengar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Jayce,45.53,1.79,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Jayce.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Zoe,45.52,2.13,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Zoe.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Aatrox,45.13,1.71,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Aatrox.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Qiyana,45.12,1.9,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Qiyana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
LeBlanc,44.96,2.4,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Leblanc.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Taliyah,44.79,2.02,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Taliyah.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Rek'Sai,44.58,1.95,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/RekSai.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Renekton,44.19,1.73,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Renekton.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Gragas,44.17,1.97,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Gragas.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Thresh,44.12,2.21,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Thresh.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Twisted Fate,43.89,1.77,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/TwistedFate.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Olaf,43.8,1.81,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Olaf.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Lee Sin,43.59,2.14,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/LeeSin.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Nidalee,43.4,2.07,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Nidalee.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Gwen,42.7,1.58,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Gwen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Azir,42.69,1.69,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Azir.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Ryze,41.87,1.82,Bronze,"https://opgg-static.akamaized.net/images/lol/champion/Ryze.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/2.png?v=8
Garen,54.26,2.2,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Garen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Sona,53.76,2.94,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Sona.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Soraka,53.36,2.75,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Soraka.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Veigar,53.16,2.32,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Veigar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Nocturne,53.09,2.57,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Nocturne.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Dr. Mundo,53.06,2.33,Silver,"https://opgg-static.akamaized.net/images/lol/champion/DrMundo.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Zyra,53.02,2.09,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Zyra.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Kayle,52.95,1.93,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Kayle.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Shyvana,52.94,2.54,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Shyvana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Yorick,52.88,1.58,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Yorick.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Zac,52.83,3.42,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Zac.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Trundle,52.78,2.27,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Trundle.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Rammus,52.68,2.79,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Rammus.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Fizz,52.66,2.41,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Fizz.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Urgot,52.59,1.93,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Urgot.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Janna,52.58,3.1,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Janna.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Ziggs,52.48,2.34,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Ziggs.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Illaoi,52.38,1.46,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Illaoi.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Malzahar,52.25,2.13,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Malzahar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Miss Fortune,52.24,2.33,Silver,"https://opgg-static.akamaized.net/images/lol/champion/MissFortune.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Nami,52.23,3.15,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Nami.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Vi,52.1,2.31,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Vi.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Vayne,52.09,2.01,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Vayne.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Amumu,52.07,2.58,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Amumu.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Warwick,52.04,2.24,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Warwick.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Anivia,51.98,2.46,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Anivia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Mordekaiser,51.96,1.97,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Mordekaiser.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Volibear,51.83,2.28,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Volibear.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Neeko,51.83,2.27,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Neeko.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Nasus,51.81,2.02,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Nasus.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Sivir,51.79,2.47,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Sivir.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Sett,51.73,1.82,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Sett.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Brand,51.71,1.85,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Brand.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Blitzcrank,51.7,2.5,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Blitzcrank.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Master Yi,51.64,1.92,Silver,"https://opgg-static.akamaized.net/images/lol/champion/MasterYi.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Diana,51.57,2.26,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Diana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Viktor,51.45,2.22,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Viktor.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Akshan,51.42,2.07,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Akshan.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Shaco,51.39,2.6,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Shaco.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Xerath,51.39,2.63,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Xerath.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Ornn,51.38,2.27,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Ornn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Tristana,51.37,2.26,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Tristana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Lux,51.32,2.6,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Lux.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Teemo,51.29,1.72,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Teemo.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Yasuo,51.27,1.69,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Yasuo.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Jhin,51.24,2.8,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Jhin.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Sejuani,51.23,3.01,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Sejuani.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Cassiopeia,51.19,1.98,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Cassiopeia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Heimerdinger,51.18,1.76,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Heimerdinger.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Swain,51.11,2.3,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Swain.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Quinn,51.1,1.87,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Quinn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Zilean,51.06,2.9,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Zilean.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Annie,51.0,2.27,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Annie.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Lillia,50.94,2.38,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Lillia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Samira,50.92,2.19,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Samira.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Renata Glasc,50.9,2.57,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Renata.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Yone,50.85,1.78,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Yone.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Malphite,50.83,2.45,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Malphite.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Shen,50.83,2.86,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Shen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Cho'Gath,50.83,2.18,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Chogath.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Kog'Maw,50.83,2.12,Silver,"https://opgg-static.akamaized.net/images/lol/champion/KogMaw.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Vel'Koz,50.81,2.3,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Velkoz.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Ashe,50.8,2.35,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Ashe.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Kled,50.76,2.26,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Kled.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Morgana,50.74,2.5,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Morgana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Senna,50.69,2.52,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Senna.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Nunu & Willump,50.63,2.73,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Nunu.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Nautilus,50.62,2.44,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Nautilus.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Ekko,50.59,2.38,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Ekko.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Sion,50.55,1.41,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Sion.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Twitch,50.52,2.31,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Twitch.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Ahri,50.49,2.37,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Ahri.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Singed,50.41,1.88,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Singed.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Hecarim,50.36,2.84,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Hecarim.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Kha'Zix,50.26,2.37,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Khazix.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Irelia,50.23,1.74,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Irelia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Tahm Kench,50.11,2.52,Silver,"https://opgg-static.akamaized.net/images/lol/champion/TahmKench.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Maokai,50.09,2.25,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Maokai.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Kayn,50.04,2.23,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Kayn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Wukong,50.02,2.18,Silver,"https://opgg-static.akamaized.net/images/lol/champion/MonkeyKing.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Viego,49.96,2.22,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Viego.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Pyke,49.94,2.17,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Pyke.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Vladimir,49.93,2.15,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Vladimir.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Fiddlesticks,49.84,2.5,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Fiddlesticks.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Udyr,49.79,2.32,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Udyr.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Rell,49.79,2.37,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Rell.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Xayah,49.73,2.27,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Xayah.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Jinx,49.69,2.27,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Jinx.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Skarner,49.69,2.57,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Skarner.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Alistar,49.66,2.48,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Alistar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Aurelion Sol,49.64,2.25,Silver,"https://opgg-static.akamaized.net/images/lol/champion/AurelionSol.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
Lucian,49.58,2.24,Silver,"https://opgg-static.akamaized.net/images/lol/champion/Lucian.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/3.png?v=8
