Name,Winrate,KDA,Rank,Image,RImg
Xayah,50.97,2.31,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Xayah.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Twitch,50.95,2.31,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Twitch.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Malphite,50.94,2.44,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Malphite.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Amumu,50.9,2.57,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Amumu.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Annie,50.9,2.27,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Annie.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Viktor,50.87,2.21,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Viktor.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Aurelion Sol,50.85,2.37,Gold,"https://opgg-static.akamaized.net/images/lol/champion/AurelionSol.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Lucian,50.8,2.27,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Lucian.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Heimerdinger,50.8,1.8,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Heimerdinger.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Teemo,50.76,1.67,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Teemo.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Vel'Koz,50.76,2.31,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Velkoz.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Xerath,50.74,2.66,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Xerath.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Sett,50.7,1.75,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Sett.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Lux,50.66,2.62,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Lux.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kled,50.65,2.24,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kled.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Fiddlesticks,50.59,2.61,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Fiddlesticks.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Ekko,50.51,2.45,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Ekko.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Zed,50.45,2.22,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Zed.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Yasuo,50.38,1.66,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Yasuo.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Master Yi,50.32,1.92,Gold,"https://opgg-static.akamaized.net/images/lol/champion/MasterYi.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Skarner,50.31,2.7,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Skarner.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Yone,50.29,1.74,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Yone.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Hecarim,50.28,2.93,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Hecarim.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Brand,50.28,1.79,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Brand.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Fiora,50.27,1.68,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Fiora.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kayn,50.26,2.29,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kayn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Morgana,50.26,2.51,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Morgana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Vladimir,50.21,2.24,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Vladimir.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Swain,50.2,2.29,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Swain.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Maokai,50.14,2.19,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Maokai.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Lulu,50.06,3.05,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Lulu.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Irelia,50.04,1.68,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Irelia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Lillia,50.04,2.44,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Lillia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Jinx,50.01,2.3,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Jinx.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Talon,49.97,2.13,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Talon.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Udyr,49.83,2.41,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Udyr.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kassadin,49.81,2.32,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kassadin.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Vex,49.8,2.34,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Vex.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Pyke,49.74,2.17,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Pyke.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Sion,49.72,1.33,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Sion.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Draven,49.7,1.98,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Draven.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Lissandra,49.68,2.27,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Lissandra.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Bard,49.67,2.87,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Bard.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Wukong,49.6,2.13,Gold,"https://opgg-static.akamaized.net/images/lol/champion/MonkeyKing.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Seraphine,49.55,2.55,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Seraphine.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Alistar,49.55,2.51,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Alistar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Pantheon,49.51,2.05,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Pantheon.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Darius,49.48,1.75,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Darius.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Camille,49.48,1.85,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Camille.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Rell,49.48,2.38,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Rell.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Tryndamere,49.46,1.74,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Tryndamere.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Poppy,49.43,2.39,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Poppy.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Jarvan IV,49.36,3.06,Gold,"https://opgg-static.akamaized.net/images/lol/champion/JarvanIV.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Evelynn,49.35,2.8,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Evelynn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Katarina,49.26,2.18,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Katarina.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Karthus,49.22,2.21,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Karthus.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Rek'Sai,49.17,2.38,Gold,"https://opgg-static.akamaized.net/images/lol/champion/RekSai.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Viego,49.15,2.26,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Viego.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Graves,49.14,2.09,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Graves.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Ivern,49.08,3.08,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Ivern.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Galio,49.06,2.44,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Galio.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Taliyah,49.05,2.28,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Taliyah.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Akali,48.96,2.23,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Akali.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Leona,48.96,2.4,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Leona.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Braum,48.96,2.82,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Braum.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Rakan,48.95,2.83,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Rakan.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Yuumi,48.94,4.09,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Yuumi.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Karma,48.93,2.63,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Karma.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Aatrox,48.93,1.92,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Aatrox.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Sylas,48.88,2.03,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Sylas.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Qiyana,48.81,2.08,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Qiyana.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Elise,48.7,2.38,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Elise.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Xin Zhao,48.68,2.19,Gold,"https://opgg-static.akamaized.net/images/lol/champion/XinZhao.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Taric,48.64,2.66,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Taric.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Rengar,48.58,2.06,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Rengar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kindred,48.47,2.06,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kindred.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Jax,48.45,1.57,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Jax.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Caitlyn,48.37,2.19,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Caitlyn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Gnar,48.32,1.83,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Gnar.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kennen,48.25,2.01,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kennen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Orianna,48.08,2.5,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Orianna.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kalista,47.91,2.14,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kalista.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Kai'Sa,47.89,2.26,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Kaisa.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Ezreal,47.76,2.28,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Ezreal.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Rumble,47.75,2.16,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Rumble.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Zeri,47.67,2.2,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Zeri.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Corki,47.6,2.05,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Corki.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Syndra,47.51,2.14,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Syndra.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Zoe,47.5,2.35,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Zoe.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Varus,47.39,2.2,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Varus.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
LeBlanc,47.32,2.57,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Leblanc.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Gangplank,47.17,1.91,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Gangplank.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Jayce,47.14,1.79,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Jayce.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Gragas,46.97,2.19,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Gragas.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Renekton,46.58,1.78,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Renekton.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Azir,46.28,1.99,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Azir.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Nidalee,46.19,2.45,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Nidalee.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Twisted Fate,46.18,2.03,Gold,"https://opgg-static.akamaized.net/images/lol/champion/TwistedFate.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Olaf,45.96,2.05,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Olaf.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Lee Sin,45.83,2.45,Gold,"https://opgg-static.akamaized.net/images/lol/champion/LeeSin.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Thresh,45.56,2.45,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Thresh.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Aphelios,44.05,1.85,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Aphelios.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Gwen,43.95,1.69,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Gwen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Ryze,43.09,1.91,Gold,"https://opgg-static.akamaized.net/images/lol/champion/Ryze.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/4.png?v=8
Janna,53.9,3.31,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Janna.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Soraka,53.08,2.8,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Soraka.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Nocturne,52.75,2.72,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Nocturne.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Fizz,52.71,2.42,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Fizz.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Garen,52.69,2.01,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Garen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Sona,52.69,2.96,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Sona.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Renata Glasc,52.51,2.79,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Renata.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Quinn,52.37,1.86,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Quinn.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Vayne,52.22,2.05,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Vayne.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Anivia,52.19,2.48,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Anivia.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Shen,52.17,2.92,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Shen.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Kha'Zix,52.07,2.61,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Khazix.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
Kayle,52.04,1.87,Platinum,"https://opgg-static.akamaized.net/images/lol/champion/Kayle.png?image=w_auto&image=q_auto,f_webp,w_164&v=1649222375068",https://lolg-cdn.porofessor.gg/img/s/league-icons-v3/160/5.png?v=8
